eventID,occurrenceID,occurrenceStatus,specificEpithet,scientificName,scientificNameID,identificationQualifier,scientificNameAuthorship,taxonomicStatus,taxonRank,kingdom,phylum,class,order,family,genus.y,lifeStage,sex,occurrenceRemarks
IYS:GoA2019_Stn31:trawl:sample:1243,IYS:GoA2019_Stn31:trawl:sample:1243:occ-1243,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1244,IYS:GoA2019_Stn31:trawl:sample:1244:occ-1244,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1245,IYS:GoA2019_Stn31:trawl:sample:1245:occ-1245,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1246,IYS:GoA2019_Stn31:trawl:sample:1246:occ-1246,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1247,IYS:GoA2019_Stn31:trawl:sample:1247:occ-1247,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1248,IYS:GoA2019_Stn31:trawl:sample:1248:occ-1248,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1249,IYS:GoA2019_Stn31:trawl:sample:1249:occ-1249,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1250,IYS:GoA2019_Stn31:trawl:sample:1250:occ-1250,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1251,IYS:GoA2019_Stn31:trawl:sample:1251:occ-1251,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1252,IYS:GoA2019_Stn31:trawl:sample:1252:occ-1252,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1253,IYS:GoA2019_Stn31:trawl:sample:1253:occ-1253,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1254,IYS:GoA2019_Stn31:trawl:sample:1254:occ-1254,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1255,IYS:GoA2019_Stn31:trawl:sample:1255:occ-1255,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1256,IYS:GoA2019_Stn31:trawl:sample:1256:occ-1256,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1257,IYS:GoA2019_Stn31:trawl:sample:1257:occ-1257,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1258,IYS:GoA2019_Stn31:trawl:sample:1258:occ-1258,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1259,IYS:GoA2019_Stn31:trawl:sample:1259:occ-1259,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1260,IYS:GoA2019_Stn31:trawl:sample:1260:occ-1260,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1261,IYS:GoA2019_Stn31:trawl:sample:1261:occ-1261,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1262,IYS:GoA2019_Stn31:trawl:sample:1262:occ-1262,present,NA,Diaphus theta,urn:lsid:marinespecies.org:taxname:272694,NA,"Eigenmann & Eigenmann, 1890",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Diaphus,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1263,IYS:GoA2019_Stn31:trawl:sample:1263:occ-1263,present,NA,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,NA,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA
IYS:GoA2019_Stn31:trawl:sample:1264,IYS:GoA2019_Stn31:trawl:sample:1264:occ-1264,present,NA,Oncorhynchus keta,urn:lsid:marinespecies.org:taxname:127183,NA,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA
IYS:GoA2019_Stn31:trawl:sample:1265,IYS:GoA2019_Stn31:trawl:sample:1265:occ-1265,present,NA,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,NA,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA
IYS:GoA2019_Stn31:trawl:sample:1266,IYS:GoA2019_Stn31:trawl:sample:1266:occ-1266,present,NA,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,NA,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA
IYS:GoA2019_Stn31:trawl:sample:1267,IYS:GoA2019_Stn31:trawl:sample:1267:occ-1267,present,NA,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,NA,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA,female,NA
IYS:GoA2019_Stn31:trawl:sample:1268,IYS:GoA2019_Stn31:trawl:sample:1268:occ-1268,present,NA,Oncorhynchus kisutch,urn:lsid:marinespecies.org:taxname:127184,NA,"(Walbaum, 1792)",accepted,Species,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA,male,NA
IYS:GoA2019_Stn31:trawl:sample:1269,IYS:GoA2019_Stn31:trawl:sample:1269:occ-1269,present,NA,Onychoteuthis borealijaponica,urn:lsid:marinespecies.org:taxname:342069,NA,"Okada, 1927",accepted,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onychoteuthis,juvenile,NA,NA
IYS:GoA2019_Stn31:trawl:sample:1270,IYS:GoA2019_Stn31:trawl:sample:1270:occ-1270,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1271,IYS:GoA2019_Stn31:trawl:sample:1271:occ-1271,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1272,IYS:GoA2019_Stn31:trawl:sample:1272:occ-1272,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1273,IYS:GoA2019_Stn31:trawl:sample:1273:occ-1273,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1274,IYS:GoA2019_Stn31:trawl:sample:1274:occ-1274,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1275,IYS:GoA2019_Stn31:trawl:sample:1275:occ-1275,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1276,IYS:GoA2019_Stn31:trawl:sample:1276:occ-1276,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1277,IYS:GoA2019_Stn31:trawl:sample:1277:occ-1277,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1278,IYS:GoA2019_Stn31:trawl:sample:1278:occ-1278,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1279,IYS:GoA2019_Stn31:trawl:sample:1279:occ-1279,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1280,IYS:GoA2019_Stn31:trawl:sample:1280:occ-1280,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1281,IYS:GoA2019_Stn31:trawl:sample:1281:occ-1281,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1282,IYS:GoA2019_Stn31:trawl:sample:1282:occ-1282,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1283,IYS:GoA2019_Stn31:trawl:sample:1283:occ-1283,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1284,IYS:GoA2019_Stn31:trawl:sample:1284:occ-1284,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1285,IYS:GoA2019_Stn31:trawl:sample:1285:occ-1285,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1286,IYS:GoA2019_Stn31:trawl:sample:1286:occ-1286,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1287,IYS:GoA2019_Stn31:trawl:sample:1287:occ-1287,present,NA,Stenobrachius leucopsarus,urn:lsid:marinespecies.org:taxname:254363,NA,"(Eigenmann & Eigenmann, 1890)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Stenobrachius,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1288,IYS:GoA2019_Stn31:trawl:sample:1288:occ-1288,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1289,IYS:GoA2019_Stn31:trawl:sample:1289:occ-1289,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1290,IYS:GoA2019_Stn31:trawl:sample:1290:occ-1290,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1291,IYS:GoA2019_Stn31:trawl:sample:1291:occ-1291,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1292,IYS:GoA2019_Stn31:trawl:sample:1292:occ-1292,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1293,IYS:GoA2019_Stn31:trawl:sample:1293:occ-1293,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1294,IYS:GoA2019_Stn31:trawl:sample:1294:occ-1294,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1295,IYS:GoA2019_Stn31:trawl:sample:1295:occ-1295,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1296,IYS:GoA2019_Stn31:trawl:sample:1296:occ-1296,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1297,IYS:GoA2019_Stn31:trawl:sample:1297:occ-1297,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1298,IYS:GoA2019_Stn31:trawl:sample:1298:occ-1298,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1299,IYS:GoA2019_Stn31:trawl:sample:1299:occ-1299,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1300,IYS:GoA2019_Stn31:trawl:sample:1300:occ-1300,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1301,IYS:GoA2019_Stn31:trawl:sample:1301:occ-1301,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1302,IYS:GoA2019_Stn31:trawl:sample:1302:occ-1302,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1303,IYS:GoA2019_Stn31:trawl:sample:1303:occ-1303,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1304,IYS:GoA2019_Stn31:trawl:sample:1304:occ-1304,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1305,IYS:GoA2019_Stn31:trawl:sample:1305:occ-1305,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1306,IYS:GoA2019_Stn31:trawl:sample:1306:occ-1306,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1307,IYS:GoA2019_Stn31:trawl:sample:1307:occ-1307,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1308,IYS:GoA2019_Stn31:trawl:sample:1308:occ-1308,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1309,IYS:GoA2019_Stn31:trawl:sample:1309:occ-1309,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1310,IYS:GoA2019_Stn31:trawl:sample:1310:occ-1310,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1311,IYS:GoA2019_Stn31:trawl:sample:1311:occ-1311,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1312,IYS:GoA2019_Stn31:trawl:sample:1312:occ-1312,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1313,IYS:GoA2019_Stn31:trawl:sample:1313:occ-1313,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1314,IYS:GoA2019_Stn31:trawl:sample:1314:occ-1314,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1315,IYS:GoA2019_Stn31:trawl:sample:1315:occ-1315,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1316,IYS:GoA2019_Stn31:trawl:sample:1316:occ-1316,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1317,IYS:GoA2019_Stn31:trawl:sample:1317:occ-1317,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1318,IYS:GoA2019_Stn31:trawl:sample:1318:occ-1318,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1319,IYS:GoA2019_Stn31:trawl:sample:1319:occ-1319,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
IYS:GoA2019_Stn31:trawl:sample:1320,IYS:GoA2019_Stn31:trawl:sample:1320:occ-1320,present,NA,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,NA,"(Jordan & Gilbert, 1880)",accepted,Species,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Tarletonbeania,NA,unknown,NA
